,University,Department,LW_Ratio,Academic_Year,Program_Year,Comments,PY_DR,Acad_Y,Overall_Pay_num,GrossPay_12M,GrossPay_9M,GrossPay_3M,GrossPay_sumOf3,Dep_DR,Dep_DR_top14,GP9_binary,MissingFees_DR,Fees_correct,uni_and_dept
7635,University of Chicago (UC),Chemistry,1.3,2016-2017,1st,,1,2016,31500,31500,0,0,31500,Chemistry,Chemistry,low,0,0,University of Chicago UC_Chemistry
7639,Duke University (DU),Religious Studies,1.53,2016-2017,1st,"I was awarded the Deans Graduate Fellowship. Kind of wonky, but it  gives you 34,000 for the first two years period. It is supposed to be a combination of the base stipend (about 22,500/5yrs) + guaranteed summer fellowship for first 2 years (about 5,500) + DGF fellowship supplement (lasts for 4yrs). During years 3-4 I will go back to the base stipend (it will have increased marginally) and then get a 5,500 supplement through the DGF. Students are responsible for their own summer funding in years 3+. The base stipend expires after yr 5. ",1,2016,34000,34000,0,0,34000,ArtsAndTheology,ArtsAndTheology,low,0,0,Duke University DU_ArtsAndTheology
7640,Indiana University,History,0.99,2016-2017,2nd,i have a fellowship that covers all of my fees.,2,2016,21435,21435,0,0,21435,HistPolSoc,HistPolSoc,low,0,0,Indiana University_HistPolSoc
7643,Yale University (YU),Political Science,1.2,2016-2017,1st,,1,2016,29650,29650,0,0,29650,HistPolSoc,HistPolSoc,low,0,0,Yale University YU_HistPolSoc
7644,Princeton University,Politics,1.24,2016-2017,1st,,1,2016,31400,31400,0,0,31400,HistPolSoc,HistPolSoc,low,0,0,Princeton University_HistPolSoc
7645,University of Michigan - Ann Arbor (UM),Political Science,0.97,2016-2017,1st,,1,2016,22350,22350,0,0,22350,HistPolSoc,HistPolSoc,low,0,0,University of Michigan - Ann Arbor UM_HistPolSoc
7646,University of Wisconsin - Madison (UW),Political Science,0.88,2016-2017,1st,,1,2016,20000,0,20000,0,20000,HistPolSoc,HistPolSoc,high,0,0,University of Wisconsin - Madison UW_HistPolSoc
7647,University of North Carolina - Chapel Hill (UNC),Political Science,0.81,2016-2017,1st,,1,2016,18100,0,17000,3000,20000,HistPolSoc,HistPolSoc,high,1900,1900,University of North Carolina - Chapel Hill UNC_HistPolSoc
7653,Michigan State University (MSU),history,1.02,2016-2017,1st,,1,2016,21000,0,13500,7500,21000,HistPolSoc,HistPolSoc,high,0,0,Michigan State University MSU_HistPolSoc
7654,Princeton University,Politics,1.22,2016-2017,1st,,1,2016,31000,31000,0,0,31000,HistPolSoc,HistPolSoc,low,0,0,Princeton University_HistPolSoc
7656,University of Chicago (UC),Comparative Literature,1.11,2016-2017,1st,,1,2016,27000,27000,0,0,27000,LinguisticsAndCommunication,LinguisticsAndCommunication,low,0,0,University of Chicago UC_LinguisticsAndCommunication
7661,Brown University,History,1.15,2015-2016,1st,,1,2015,26233,0,23700,2633,26333,HistPolSoc,HistPolSoc,high,100,100,Brown University_HistPolSoc
7677,University of Florida (UF),Biology,0.52,2016-2017,1st,,1,2016,11925,0,12600,0,12600,Biology,Biology,high,675,675,University of Florida UF_Biology
7680,Drexel University (DU),Chemistry,0.87,2016-2017,5th,Full health insurance; gym access,5,2016,21000,21000,0,0,21000,Chemistry,Chemistry,low,0,0,Drexel University DU_Chemistry
7688,Stanford University (SU),Materials Science and Engineering,1.22,2016-2017,1st,,1,2016,35000,35000,0,0,35000,Engineering,Engineering,low,0,0,Stanford University SU_Engineering
7700,University of Rochester (UR),Mechanical Engineering,1.26,2016-2017,1st,,1,2016,27000,30000,0,0,30000,Engineering,Engineering,low,3000,3000,University of Rochester UR_Engineering
7710,University of California - Davis (UCD),Psychology,0.85,2015-2016,3rd,,3,2015,20400,21000,0,0,21000,HistPolSoc,HistPolSoc,low,600,600,University of California - Davis UCD_HistPolSoc
7713,University of Illinois - Urbana- Champaign (UIUC),History,0.88,2016-2017,6th and up,"Semester Fees vary between 480 and 750.  I have  a fellowship; TAs in history are paid about 16,666/ninth months",6,2016,19400,0,20000,0,20000,HistPolSoc,HistPolSoc,high,600,600,University of Illinois - Urbana- Champaign UIUC_HistPolSoc
7716,University of Wisconsin - Madison (UW),Biochemistry,1.14,2016-2017,3rd,,3,2016,26000,26000,0,0,26000,Chemistry,Chemistry,low,0,0,University of Wisconsin - Madison UW_Chemistry
7723,University of California - San Diego (UCSD),Bioengineering,1.13,2016-2017,6th and up,No incentives for bringing in outside funding (i.e. NSF GRF),6,2016,30000,30000,0,0,30000,Engineering,Engineering,low,0,0,University of California - San Diego UCSD_Engineering
7729,University of California - Berkeley,Sociology,0.79,2016-2017,6th and up,,6,2016,22000,24000,0,0,24000,HistPolSoc,HistPolSoc,low,2000,2000,University of California - Berkeley_HistPolSoc
7739,University of North Carolina - Chapel Hill (UNC),Biomedical Engineering ,0.9,2016-2017,2nd,,2,2016,20050,22000,0,0,22000,Engineering,Engineering,low,1950,1950,University of North Carolina - Chapel Hill UNC_Engineering
7744,Columbia University (CU),History,1.03,2016-2017,1st,,1,2016,30760,0,27260,3500,30760,HistPolSoc,HistPolSoc,high,0,0,Columbia University CU_HistPolSoc
7756,University of Michigan - Ann Arbor (UM),History,1.17,2016-2017,1st,,1,2016,27000,0,22000,5000,27000,HistPolSoc,HistPolSoc,high,0,0,University of Michigan - Ann Arbor UM_HistPolSoc
7757,University of Chicago (UC),History,1.11,2016-2017,1st,,1,2016,27000,0,24000,3000,27000,HistPolSoc,HistPolSoc,high,0,0,University of Chicago UC_HistPolSoc
7759,University of Illinois - Urbana- Champaign (UIUC),Computer Science,1.09,2016-2017,3rd,,3,2016,24000,25000,0,0,25000,MathematicsAndComputer Science,MathematicsAndComputer Science,low,1000,1000,University of Illinois - Urbana- Champaign UIUC_MathematicsAndComputer Science
7760,Brown University,Sociology ,1.19,2016-2017,1st,,1,2016,27111,0,24400,2711,27111,HistPolSoc,HistPolSoc,high,0,0,Brown University_HistPolSoc
7762,University of Michigan - Ann Arbor (UM),History,0.95,2016-2017,1st,,1,2016,22000,0,22000,0,22000,HistPolSoc,HistPolSoc,high,0,0,University of Michigan - Ann Arbor UM_HistPolSoc
7764,Vanderbilt University,Environmental Engineering,1.18,2015-2016,6th and up,Required fees comprise of annual (2 semesters + summer) student activity fees. This is covered for TAs as part of the tuition payment but not for RAs paid by grants.,6,2015,27000,27500,0,0,27500,Engineering,Engineering,low,500,500,Vanderbilt University_Engineering
7765,University of Chicago (UC),History,1.03,2016-2017,3rd,You have to pay a student life fee each quarter; but health insurance is completely covered ,3,2016,25000,26000,0,0,26000,HistPolSoc,HistPolSoc,low,1000,1000,University of Chicago UC_HistPolSoc
7769,University of California - Berkeley,History,0.79,2016-2017,1st,,1,2016,22000,0,22000,0,22000,HistPolSoc,HistPolSoc,high,0,0,University of California - Berkeley_HistPolSoc
7771,Northwestern University (NU),Chemistry,1.48,2015-2016,4th,NSF Fellowship + additional departmental pay,4,2015,36000,36000,0,0,36000,Chemistry,Chemistry,low,0,0,Northwestern University NU_Chemistry
7772,Cornell University (CU),Mechanical Engineering,1.38,2016-2017,1st,Stipend per calendar year. Health insurance already covered by Cornell.,1,2016,33536,33536,0,0,33536,Engineering,Engineering,low,0,0,Cornell University CU_Engineering
7777,Northwestern University (NU),Chemistry,1.34,2016-2017,4th,Base pay was recently raised to $33000 for all chemistry PhD students.,4,2016,32560,33000,0,0,33000,Chemistry,Chemistry,low,440,440,Northwestern University NU_Chemistry
7787,CUNY Graduate School and University Center,Sociology,0.61,2015-2016,4th,Newer cohorts receive more funding ,4,2015,18000,18000,0,0,18000,HistPolSoc,HistPolSoc,low,0,0,CUNY Graduate School and University Center_HistPolSoc
7794,University of California - Berkeley,Chemistry,1.12,2016-2017,1st,Includes free medical and dental,1,2016,31000,31000,0,0,31000,Chemistry,Chemistry,low,0,0,University of California - Berkeley_Chemistry
7807,University of North Carolina - Chapel Hill (UNC),Sociology,0.77,2015-2016,1st,,1,2015,17170,19170,0,0,19170,HistPolSoc,HistPolSoc,low,2000,2000,University of North Carolina - Chapel Hill UNC_HistPolSoc
7808,Clemson University (CU),Mechanical Engineering,0.81,2015-2016,1st,,1,2015,16940,18000,0,0,18000,Engineering,Engineering,low,1060,1060,Clemson University CU_Engineering
7814,Cornell University (CU),Biomedical Engineering,1.32,2015-2016,4th,,4,2015,31925,32000,0,0,32000,Engineering,Engineering,low,75,75,Cornell University CU_Engineering
7816,Purdue University - West Lafayette,Mechanical Engineering,0.08,2015-2016,6th and up,,6,2015,1765,2000,0,0,2000,Engineering,Engineering,low,235,235,Purdue University - West Lafayette_Engineering
7832,University of California - Berkeley,Chemical Engineering,1.15,2015-2016,1st,,1,2015,32000,32000,0,0,32000,Engineering,Engineering,low,0,0,University of California - Berkeley_Engineering
7833,University of Illinois - Urbana- Champaign (UIUC),Chemical Engineering,1.59,2015-2016,1st,Stipend is via an awarded fellowship. Also received $1000 moving cost and $3000 educational allowances. Standard stipend is closer to 28k,1,2015,35000,35000,0,0,35000,Engineering,Engineering,low,0,0,University of Illinois - Urbana- Champaign UIUC_Engineering
7839,Stony Brook University - SUNY,Computer Science,0.76,2013-2014,1st,,1,2013,20532,0,17145,4000,21145,MathematicsAndComputer Science,MathematicsAndComputer Science,high,613,613,Stony Brook University - SUNY_MathematicsAndComputer Science
7840,Stony Brook University - SUNY,Computer Science,0.61,2013-2014,1st,,1,2013,16528,0,17145,0,17145,MathematicsAndComputer Science,MathematicsAndComputer Science,high,617,617,Stony Brook University - SUNY_MathematicsAndComputer Science
7859,Pennsylvania State University (Penn State),Political Science,1.11,2014-2015,3rd,,3,2014,20500,0,20500,0,20500,HistPolSoc,HistPolSoc,high,0,0,Pennsylvania State University Penn State_HistPolSoc
7869,University of Illinois - Urbana- Champaign (UIUC),English,0.95,2015-2016,3rd,Teaching 4 courses per academic year.,3,2015,20915,20915,0,0,20915,LinguisticsAndCommunication,LinguisticsAndCommunication,low,0,0,University of Illinois - Urbana- Champaign UIUC_LinguisticsAndCommunication
7870,University of Illinois - Urbana- Champaign (UIUC),English,0.71,2015-2016,2nd,Teaching 3 courses per academic year.,2,2015,15608,15608,0,0,15608,LinguisticsAndCommunication,LinguisticsAndCommunication,low,0,0,University of Illinois - Urbana- Champaign UIUC_LinguisticsAndCommunication
7871,University of Illinois - Urbana- Champaign (UIUC),English,0.47,2015-2016,1st,Teaching one class per semester,1,2015,10301,10301,0,0,10301,LinguisticsAndCommunication,LinguisticsAndCommunication,low,0,0,University of Illinois - Urbana- Champaign UIUC_LinguisticsAndCommunication
7885,Rutgers the State University of New Jersey - New Brunswick,English,0.89,2015-2016,1st,,1,2015,23000,23000,0,0,23000,LinguisticsAndCommunication,LinguisticsAndCommunication,low,0,0,Rutgers the State University of New Jersey - New Brunswick_LinguisticsAndCommunication
7886,Emory University,English,0.94,2015-2016,1st,,1,2015,22000,22000,0,0,22000,LinguisticsAndCommunication,LinguisticsAndCommunication,low,0,0,Emory University_LinguisticsAndCommunication
7901,University of Wisconsin - Madison (UW),math,0.78,2014-2015,1st,,1,2014,15380,0,15380,0,15380,MathematicsAndComputer Science,MathematicsAndComputer Science,high,0,0,University of Wisconsin - Madison UW_MathematicsAndComputer Science
7924,Princeton University,sociology,1.32,2014-2015,5th,,5,2014,28800,28800,0,0,28800,HistPolSoc,HistPolSoc,low,0,0,Princeton University_HistPolSoc
7926,Georgetown University,history,0.91,2014-2015,6th and up,Grad School also pays for health insurance. ,6,2014,26000,0,26000,0,26000,HistPolSoc,HistPolSoc,high,0,0,Georgetown University_HistPolSoc
7934,University of California - San Diego (UCSD),history,0.76,2011-2012,3rd,,3,2011,18000,0,18000,0,18000,HistPolSoc,HistPolSoc,high,0,0,University of California - San Diego UCSD_HistPolSoc
7936,Harvard University (HU),History,0.91,2010-2011,6th and up,,6,2010,24000,24000,0,0,24000,HistPolSoc,HistPolSoc,low,0,0,Harvard University HU_HistPolSoc
7940,University of Colorado - Boulder (UCB),Aerospace Engineering,1.26,2014-2015,3rd,Varies with whether you've passed comps or not. ,3,2014,26000,27000,0,0,27000,Engineering,Engineering,low,1000,1000,University of Colorado - Boulder UCB_Engineering
7944,Harvard University (HU),History,1.08,2011-2012,1st,,1,2011,28428,28428,0,0,28428,HistPolSoc,HistPolSoc,low,0,0,Harvard University HU_HistPolSoc
7951,University of Rochester (UR),Chemistry,1.56,2014-2015,3rd,Department/PI covers the cost of tuition. ,3,2014,28490,28500,0,0,28500,Chemistry,Chemistry,low,10,10,University of Rochester UR_Chemistry
7973,Vanderbilt University,Environmental Engineering,1.24,2013-2014,5th,$500 parking/year + $250/semester activity and recreational fees,5,2013,24500,25500,0,0,25500,Engineering,Engineering,low,1000,1000,Vanderbilt University_Engineering
7978,University of Kentucky (UK),Mathematics,1.01,2014-2015,4th,,4,2014,17250,0,14500,3000,17500,MathematicsAndComputer Science,MathematicsAndComputer Science,high,250,250,University of Kentucky UK_MathematicsAndComputer Science
7982,Emory University,Chemistry,1.16,2014-2015,1st,"Parking is $672/year, Required fees are $317/semester, or roughly $950/year (fall, spring and summer)",1,2014,24360,25000,0,0,25000,Chemistry,Chemistry,low,640,640,Emory University_Chemistry
7986,Emory University,Political Science,1.05,2014-2015,1st,Emory is on an 11 month pay cycle for stipends currently. ,1,2014,22000,22000,0,0,22000,HistPolSoc,HistPolSoc,low,0,0,Emory University_HistPolSoc
7989,Emory University,Comparative Literature,0.9,2015-2016,4th,,4,2015,20988,22000,0,0,22000,LinguisticsAndCommunication,LinguisticsAndCommunication,low,1012,1012,Emory University_LinguisticsAndCommunication
7994,Emory University,Political Science,1.16,2015-2016,1st,,1,2015,27000,27000,0,0,27000,HistPolSoc,HistPolSoc,low,0,0,Emory University_HistPolSoc
7996,Emory University,English,0.89,2015-2016,1st,,1,2015,20700,22000,0,0,22000,LinguisticsAndCommunication,LinguisticsAndCommunication,low,1300,1300,Emory University_LinguisticsAndCommunication
7998,Emory University,Neuroscience,1.36,2014-2015,1st,,1,2014,28500,29000,0,0,29000,Medical,Medical,low,500,500,Emory University_Medical
7999,Emory University,History,0.78,2010-2011,1st,,1,2010,16400,0,17000,0,17000,HistPolSoc,HistPolSoc,high,600,600,Emory University_HistPolSoc
8007,Emory University,Religion,0.91,2015-2016,4th,"This is actually an 11 month stipend, at $2000/month. Since I can't support my family on $22k annually, I work several additional jobs on campus (digital scholarship and some research assistance) and do adjunct teaching, which supply, altogether, about an extra $7-8k. ",4,2015,21200,22000,0,0,22000,ArtsAndTheology,ArtsAndTheology,low,800,800,Emory University_ArtsAndTheology
8008,Emory University,English,1.07,2015-2016,5th,George W. Woodruff Fellowship (higher than standard fellowship and covers all fees). ,5,2015,25000,25000,0,0,25000,LinguisticsAndCommunication,LinguisticsAndCommunication,low,0,0,Emory University_LinguisticsAndCommunication
8011,Emory University,chemistry,1.03,2015-2016,4th,Parking permit: $672/yr,4,2015,24000,25000,0,0,25000,Chemistry,Chemistry,low,1000,1000,Emory University_Chemistry
8013,Emory University,Chemistry,1.16,2014-2015,2nd,,2,2014,24340,25000,0,0,25000,Chemistry,Chemistry,low,660,660,Emory University_Chemistry
8015,Emory University,Art History,0.56,2014-2015,5th,,5,2014,11700,0,9900,2200,12100,ArtsAndTheology,ArtsAndTheology,high,400,400,Emory University_ArtsAndTheology
8017,Emory University,Chemistry,1.12,2014-2015,2nd,,2,2014,23500,25000,0,0,25000,Chemistry,Chemistry,low,1500,1500,Emory University_Chemistry
8019,Emory University,Art History,1.06,2014-2015,3rd,,3,2014,22177,22500,0,0,22500,ArtsAndTheology,ArtsAndTheology,low,323,323,Emory University_ArtsAndTheology
8023,Stanford University (SU),Electrical Engineering,1.28,2014-2015,2nd,,2,2014,32000,32000,0,0,32000,Engineering,Engineering,low,0,0,Stanford University SU_Engineering
8040,Clemson University (CU),Civil Engineering,0.85,2014-2015,4th,,4,2014,15300,16500,0,0,16500,Engineering,Engineering,low,1200,1200,Clemson University CU_Engineering
8050,Stanford University (SU),Biosciences,1.56,2014-2015,3rd,,3,2014,39000,39000,0,0,39000,Biology,Biology,low,0,0,Stanford University SU_Biology
8059,Northwestern University (NU),Mechanical Engineering,1.24,2013-2014,2nd,,2,2013,27000,27000,0,0,27000,Engineering,Engineering,low,0,0,Northwestern University NU_Engineering
8061,University of North Carolina - Chapel Hill (UNC),Epidemiology,1.81,2014-2015,3rd,Fellowship,3,2014,34000,34000,0,0,34000,Medical,Medical,low,0,0,University of North Carolina - Chapel Hill UNC_Medical
8065,University of Virginia (UVA),Materials Science and Engineering,1.07,2014-2015,1st,"Goes to $22,000 after first year and $24,000 after passing qualifying exam.",1,2014,21000,21000,0,0,21000,Engineering,Engineering,low,0,0,University of Virginia UVA_Engineering
8071,University of Washington (UW),Chemistry,1.41,2014-2015,1st,,1,2014,28260,28260,0,0,28260,Chemistry,Chemistry,low,0,0,University of Washington UW_Chemistry
8072,University of Southern California (USC),Comparative Literature,1.15,2015-2016,3rd,,3,2015,29700,30000,0,0,30000,LinguisticsAndCommunication,LinguisticsAndCommunication,low,300,300,University of Southern California USC_LinguisticsAndCommunication
8090,University of Michigan - Ann Arbor (UM),History,1.35,2014-2015,1st,,1,2014,26600,0,21600,5000,26600,HistPolSoc,HistPolSoc,high,0,0,University of Michigan - Ann Arbor UM_HistPolSoc
8108,Princeton University,Sociology,1.35,2014-2015,1st,,1,2014,29600,29600,0,0,29600,HistPolSoc,HistPolSoc,low,0,0,Princeton University_HistPolSoc
8110,Stanford University (SU),Sociology ,1.36,2014-2015,5th,"About $8500 per quarter while on fellowship, with possibility of making more doing hourly RA work.",5,2014,34000,34000,0,0,34000,HistPolSoc,HistPolSoc,low,0,0,Stanford University SU_HistPolSoc
8117,University of Southern California (USC),Computer Science,0.72,2014-2015,4th,,4,2014,16917,0,18479,0,18479,MathematicsAndComputer Science,MathematicsAndComputer Science,high,1562,1562,University of Southern California USC_MathematicsAndComputer Science
8120,University of California - Los Angeles (UCLA),Chemical Engineering,1.27,2014-2015,3rd,,3,2014,30000,30000,0,0,30000,Engineering,Engineering,low,0,0,University of California - Los Angeles UCLA_Engineering
8124,Rice University,Chemical and Biomolecular Engineering,1.35,2014-2015,2nd,,2,2014,26000,26500,0,0,26500,Engineering,Engineering,low,500,500,Rice University_Engineering
8150,Rice University,Electrical and Computer Engineering,1.14,2015-2016,4th,,4,2015,24900,26400,0,0,26400,Engineering,Engineering,low,1500,1500,Rice University_Engineering
8151,Clemson University (CU),Civil Engineering,1.32,2014-2015,2nd,,2,2014,23916,23916,0,0,23916,Engineering,Engineering,low,0,0,Clemson University CU_Engineering
8152,Clemson University (CU),Civil Engineering,1.04,2013-2014,1st,,1,2013,18777,0,18777,0,18777,Engineering,Engineering,high,0,0,Clemson University CU_Engineering
8153,University of California - Berkeley,Political Science,1.04,2015-2016,1st,,1,2015,29000,29000,0,0,29000,HistPolSoc,HistPolSoc,low,0,0,University of California - Berkeley_HistPolSoc
8156,Emory University,Chemistry,1.14,2014-2015,1st,,1,2014,24000,25000,0,0,25000,Chemistry,Chemistry,low,1000,1000,Emory University_Chemistry
8160,University of Notre Dame (ND),History,0.93,2015-2016,1st,,1,2015,19000,0,19000,0,19000,HistPolSoc,HistPolSoc,high,0,0,University of Notre Dame ND_HistPolSoc
8162,University of Virginia (UVA),History,1.02,2014-2015,2nd,"Includes insurance, all tuition and fees, and gym membership. Received an additional $5,500 in summer funding, applied for separately. ",2,2014,20000,0,20000,0,20000,HistPolSoc,HistPolSoc,high,0,0,University of Virginia UVA_HistPolSoc
8163,University of Virginia (UVA),History,1.02,2013-2014,1st,,1,2013,20000,0,20000,0,20000,HistPolSoc,HistPolSoc,high,0,0,University of Virginia UVA_HistPolSoc
8164,University of Virginia (UVA),History,1.02,2014-2015,2nd,,2,2014,20000,0,20000,0,20000,HistPolSoc,HistPolSoc,high,0,0,University of Virginia UVA_HistPolSoc
8172,University of Illinois - Urbana- Champaign (UIUC),Accounting,1.67,2014-2015,5th,,5,2014,28800,30000,0,0,30000,MathematicsAndComputer Science,MathematicsAndComputer Science,low,1200,1200,University of Illinois - Urbana- Champaign UIUC_MathematicsAndComputer Science
8210,Stanford University (SU),Biosciences,1.32,2014-2015,2nd,,2,2014,33000,33000,0,0,33000,Biology,Biology,low,0,0,Stanford University SU_Biology
8211,University of Michigan - Ann Arbor (UM),Aerospace Engineering,1.39,2013-2014,3rd,,3,2013,27534,27534,0,0,27534,Engineering,Engineering,low,0,0,University of Michigan - Ann Arbor UM_Engineering
8219,Duke University (DU),Chemistry,1.46,2014-2015,1st,,1,2014,27500,27500,0,0,27500,Chemistry,Chemistry,low,0,0,Duke University DU_Chemistry
8222,University of Delaware (UD),Chemical Engineering,1.34,2014-2015,1st,The fees includes full medical insurance ,1,2014,30000,30000,0,0,30000,Engineering,Engineering,low,0,0,University of Delaware UD_Engineering
8223,University of Rochester (UR),Mechanical Engineering,1.38,2015-2016,5th,,5,2015,29500,30000,0,0,30000,Engineering,Engineering,low,500,500,University of Rochester UR_Engineering
8225,University of Rochester (UR),Chemistry,1.64,2014-2015,3rd,IGERT Traineeship covered entire stipend,3,2014,29980,30000,0,0,30000,Chemistry,Chemistry,low,20,20,University of Rochester UR_Chemistry
8226,University of Rochester (UR),Chemistry,1.64,2013-2014,2nd,IGERT Traineeship covered entire stipend,2,2013,29980,30000,0,0,30000,Chemistry,Chemistry,low,20,20,University of Rochester UR_Chemistry
8227,University of Rochester (UR),Chemistry,1.37,2012-2013,1st,"TA pay, no scholarship",1,2012,24980,25000,0,0,25000,Chemistry,Chemistry,low,20,20,University of Rochester UR_Chemistry
8229,University of California - Berkeley,Political Science,1.09,2014-2015,1st,,1,2014,26000,0,23000,3000,26000,HistPolSoc,HistPolSoc,high,0,0,University of California - Berkeley_HistPolSoc
8230,Vanderbilt University,History,1.2,2014-2015,4th,Required fees is $200 a semester in activity fees,4,2014,23800,24000,0,0,24000,HistPolSoc,HistPolSoc,low,200,200,Vanderbilt University_HistPolSoc
8239,University of Texas - Austin (UT),Biomedical Engineering ,1.68,2014-2015,1st,,1,2014,33000,33000,0,0,33000,Engineering,Engineering,low,0,0,University of Texas - Austin UT_Engineering
8250,Georgia Institute of Technology (Georgia Tech),Biomedical Engineering,1.06,2015-2016,1st,Department is joint between GT & Emory.  Students are paid via the institution where the advisor/lab resides.  Fees are slightly different at each but very close in the total amount.,1,2015,24600,28000,0,0,28000,Engineering,Engineering,low,3400,3400,Georgia Institute of Technology Georgia Tech_Engineering
8251,University of Illinois - Urbana- Champaign (UIUC),Sociology,0.73,2015-2016,1st,,1,2015,16000,0,16000,0,16000,HistPolSoc,HistPolSoc,high,0,0,University of Illinois - Urbana- Champaign UIUC_HistPolSoc
8259,University of Southern California (USC),Linguistics,1.22,2015-2016,1st,,1,2015,31500,32000,0,0,32000,LinguisticsAndCommunication,LinguisticsAndCommunication,low,500,500,University of Southern California USC_LinguisticsAndCommunication
8261,Yale University (YU),Sociology,1.17,2015-2016,1st,,1,2015,29000,29000,0,0,29000,HistPolSoc,HistPolSoc,low,0,0,Yale University YU_HistPolSoc
8275,University of California - San Diego (UCSD),Sociology,0.8,2014-2015,1st,,1,2014,19000,0,19000,0,19000,HistPolSoc,HistPolSoc,high,0,0,University of California - San Diego UCSD_HistPolSoc
8276,Rice University,Anthropology,1.01,2015-2016,4th,Partial health insurance,4,2015,22034,0,21500,534,22034,Biology,Biology,high,0,0,Rice University_Biology
8277,Rice University,Anthropology,1.01,2015-2016,1st,Partial health insurance,1,2015,22034,0,21500,534,22034,Biology,Biology,high,0,0,Rice University_Biology
8285,University of Wisconsin - Madison (UW),Computer Science,1.01,2015-2016,1st,,1,2015,23000,23000,0,0,23000,MathematicsAndComputer Science,MathematicsAndComputer Science,low,0,0,University of Wisconsin - Madison UW_MathematicsAndComputer Science
8294,University of North Carolina - Chapel Hill (UNC),Microbiology and Immunology,1.52,2014-2015,6th and up,,6,2014,28500,30000,0,0,30000,Medical,Medical,low,1500,1500,University of North Carolina - Chapel Hill UNC_Medical
8299,University of California - Berkeley,Political Science,1.04,2014-2015,6th and up,,6,2014,25000,0,25000,0,25000,HistPolSoc,HistPolSoc,high,0,0,University of California - Berkeley_HistPolSoc
8300,University of California - Berkeley,Political Science,1.21,2010-2011,2nd,,2,2010,29000,0,25000,4000,29000,HistPolSoc,HistPolSoc,high,0,0,University of California - Berkeley_HistPolSoc
8301,University of California - Berkeley,Political Science,1.21,2009-2010,1st,,1,2009,29000,0,25000,4000,29000,HistPolSoc,HistPolSoc,high,0,0,University of California - Berkeley_HistPolSoc
8303,Duke University (DU),Cell and Molecular Biology,1.33,2007-2008,1st,"There were some required fees. I cannot remember the exact amount, but they seemed negligible and were likely less than $100.",1,2007,25000,25000,0,0,25000,Biology,Biology,low,0,0,Duke University DU_Biology
8305,Duke University (DU),Electrical and Computer Engineering,1.29,2015-2016,1st,,1,2015,28600,28600,0,0,28600,Engineering,Engineering,low,0,0,Duke University DU_Engineering
8309,Duke University (DU),Music,1.41,2014-2015,1st,,1,2014,26580,0,21080,5500,26580,ArtsAndTheology,ArtsAndTheology,high,0,0,Duke University DU_ArtsAndTheology
8324,Yale University (YU),Economics,1.59,2014-2015,1st,Free health care. Required 2-3 years of teaching.,1,2014,35000,35000,0,0,35000,BusinessAndManagement,BusinessAndManagement,low,0,0,Yale University YU_BusinessAndManagement
8325,Georgia Institute of Technology (Georgia Tech),Biomedical Engineering,1.12,2013-2014,6th and up,"Pay $739 for parking
",6,2013,23501,28000,0,0,28000,Engineering,Engineering,low,4499,4499,Georgia Institute of Technology Georgia Tech_Engineering
8334,Georgia Institute of Technology (Georgia Tech),Electrical and Computer Engineering,2.29,2014-2015,2nd,"5500 is supplemental fellowship from the school, and 20,000 is an external fellowship",2,2014,48083,51500,0,0,51500,Engineering,Engineering,low,3417,3417,Georgia Institute of Technology Georgia Tech_Engineering
8351,Duke University (DU),Religion,1.38,2014-2015,2nd,,2,2014,25955,0,24455,1500,25955,ArtsAndTheology,ArtsAndTheology,high,0,0,Duke University DU_ArtsAndTheology
8352,Duke University (DU),Chemistry,1.47,2014-2015,2nd,,2,2014,27580,27580,0,0,27580,Chemistry,Chemistry,low,0,0,Duke University DU_Chemistry
8353,Duke University (DU),Music,1.15,2014-2015,4th,"Summer funding of $5,500 is possible but not guaranteed. In addition to the stipend, Duke fully covers health insurance premiums. In previous years, there has been a small increase in the 9-month stipend, but this year there was not.",4,2014,21580,0,21580,0,21580,ArtsAndTheology,ArtsAndTheology,high,0,0,Duke University DU_ArtsAndTheology
8354,Duke University (DU),Music,1.15,2013-2014,3rd,"Summer funding of $5,500 is possible but not guaranteed. In addition to the stipend, Duke fully covers health insurance premiums.",3,2013,21580,0,21580,0,21580,ArtsAndTheology,ArtsAndTheology,high,0,0,Duke University DU_ArtsAndTheology
8355,Duke University (DU),Chemistry,1.97,2014-2015,3rd,,3,2014,37000,37000,0,0,37000,Chemistry,Chemistry,low,0,0,Duke University DU_Chemistry
8358,Duke University (DU),Sociology,1.44,2014-2015,1st,,1,2014,27080,0,21580,5500,27080,HistPolSoc,HistPolSoc,high,0,0,Duke University DU_HistPolSoc
8361,Duke University (DU),Mechanical Engineering ,1.54,2014-2015,3rd,,3,2014,29000,29000,0,0,29000,Engineering,Engineering,low,0,0,Duke University DU_Engineering
8378,Stanford University (SU),Mechanical Engineering,1.4,2013-2014,5th,,5,2013,35000,35000,0,0,35000,Engineering,Engineering,low,0,0,Stanford University SU_Engineering
8383,University of Illinois - Urbana- Champaign (UIUC),Chemistry,1.33,2014-2015,5th,,5,2014,23000,24000,0,0,24000,Chemistry,Chemistry,low,1000,1000,University of Illinois - Urbana- Champaign UIUC_Chemistry
