,University,Department,LW_Ratio,Academic_Year,Program_Year,Comments,PY_DR,Acad_Y,Overall_Pay_num,GrossPay_12M,GrossPay_9M,GrossPay_3M,GrossPay_sumOf3,Dep_DR,Dep_DR_top14,GP9_binary,MissingFees_DR,Fees_correct,uni_and_dept
7678,University of Illinois - Urbana- Champaign (UIUC),Neuroscience PhD,1.0,2016-2017,1st,,1,2016,22000,23000,0,0,23000,Neuroscience PhD,Other,low,1000,1000,University of Illinois - Urbana- Champaign UIUC_Other
7679,Cornell University (CU),Neuroscience PhD,1.48,2016-2017,1st,,1,2016,36000,36000,0,0,36000,Neuroscience PhD,Other,low,0,0,Cornell University CU_Other
7680,Drexel University (DU),Chemistry,0.87,2016-2017,5th,Full health insurance; gym access,5,2016,21000,21000,0,0,21000,Chemistry,Chemistry,low,0,0,Drexel University DU_Chemistry
7688,Stanford University (SU),Materials Science and Engineering,1.22,2016-2017,1st,,1,2016,35000,35000,0,0,35000,Engineering,Engineering,low,0,0,Stanford University SU_Engineering
7689,Princeton University,Electrical engineering,1.4,2016-2017,1st,,1,2016,35500,0,27500,8000,35500,Electrical engineering,Other,high,0,0,Princeton University_Other
7691,University of Southern California (USC),Comparative Studies in Literature and Culture,1.0,2015-2016,1st,,1,2015,26000,0,26000,0,26000,Comparative Studies in Literature and Culture,Other,high,0,0,University of Southern California USC_Other
7692,Ohio State University (OSU),CSE,1.11,2016-2017,3rd,RA,3,2016,22320,23640,0,0,23640,CSE,Other,low,1320,1320,Ohio State University OSU_Other
7693,Michigan State University (MSU),Cognition and cognitive neuroscience,1.01,2016-2017,1st,,1,2016,20640,20640,0,0,20640,Cognition and cognitive neuroscience,Other,low,0,0,Michigan State University MSU_Other
7695,Michigan State University (MSU),Electrical & Computer Engineering,2.3,2014-2015,4th,"Includes $5,500 for consulting job. All tuition, fees and health insurance covered.",4,2014,42500,42500,0,0,42500,Electrical & Computer Engineering,Other,low,0,0,Michigan State University MSU_Other
7696,Washington University in St. Louis (Wash U),Computer Science & Engineering,1.89,2015-2016,5th,"Tuition of about $23,650 and a health/wellness fee of $160 is also provided each semester (for an annual total of $71,430).  Health insurance fees of about $1,512 are covered for the student, spouses/dependents would come out of gross pay.",5,2015,38970,39000,0,0,39000,Computer Science & Engineering,Other,low,30,30,Washington University in St. Louis Wash U_Other
7698,University of Cincinnati (UC),Pathobiology and Molecular Medicine,1.54,2016-2017,3rd,"Starts at 25K, 27k after qualifying, bonus from grant funding. ",3,2016,29700,29700,0,0,29700,Pathobiology and Molecular Medicine,Other,low,0,0,University of Cincinnati UC_Other
7699,University of Maryland - College Park (UMD),Neuroscience and Cognitive Science,0.56,2013-2014,4th,,4,2013,15500,0,16400,0,16400,Neuroscience and Cognitive Science,Other,high,900,900,University of Maryland - College Park UMD_Other
7700,University of Rochester (UR),Mechanical Engineering,1.26,2016-2017,1st,,1,2016,27000,30000,0,0,30000,Engineering,Engineering,low,3000,3000,University of Rochester UR_Engineering
7702,Massachusetts Institute of Technology (MIT),MechE,1.22,2016-2017,5th,,5,2016,33973,33973,0,0,33973,MechE,Other,low,0,0,Massachusetts Institute of Technology MIT_Other
7707,Pennsylvania State University (Penn State),Business Administration,0.9,2016-2017,2nd,,2,2016,20300,0,20300,0,20300,Business Administration,Other,high,0,0,Pennsylvania State University Penn State_Other
7709,University of Illinois - Chicago (UIC),MSTP,1.2,2016-2017,5th,,5,2016,29000,29000,0,0,29000,MSTP,Other,low,0,0,University of Illinois - Chicago UIC_Other
7710,University of California - Davis (UCD),Psychology,0.85,2015-2016,3rd,,3,2015,20400,21000,0,0,21000,HistPolSoc,HistPolSoc,low,600,600,University of California - Davis UCD_HistPolSoc
7713,University of Illinois - Urbana- Champaign (UIUC),History,0.88,2016-2017,6th and up,"Semester Fees vary between 480 and 750.  I have  a fellowship; TAs in history are paid about 16,666/ninth months",6,2016,19400,0,20000,0,20000,HistPolSoc,HistPolSoc,high,600,600,University of Illinois - Urbana- Champaign UIUC_HistPolSoc
7714,Boston University (BU),GMS PiBS,1.08,2016-2017,2nd,,2,2016,31000,31000,0,0,31000,GMS PiBS,Other,low,0,0,Boston University BU_Other
7716,University of Wisconsin - Madison (UW),Biochemistry,1.14,2016-2017,3rd,,3,2016,26000,26000,0,0,26000,Chemistry,Chemistry,low,0,0,University of Wisconsin - Madison UW_Chemistry
7723,University of California - San Diego (UCSD),Bioengineering,1.13,2016-2017,6th and up,No incentives for bringing in outside funding (i.e. NSF GRF),6,2016,30000,30000,0,0,30000,Engineering,Engineering,low,0,0,University of California - San Diego UCSD_Engineering
7727,Georgia Institute of Technology (Georgia Tech),Industrial and Systems Engineering,0.94,2016-2017,1st,,1,2016,21869,0,24600,0,24600,Industrial and Systems Engineering,Other,high,2731,2731,Georgia Institute of Technology Georgia Tech_Other
7729,University of California - Berkeley,Sociology,0.79,2016-2017,6th and up,,6,2016,22000,24000,0,0,24000,HistPolSoc,HistPolSoc,low,2000,2000,University of California - Berkeley_HistPolSoc
7730,Georgia Institute of Technology (Georgia Tech),School of IC,0.97,2015-2016,1st,,1,2015,22572,25572,0,0,25572,School of IC,Other,low,3000,3000,Georgia Institute of Technology Georgia Tech_Other
7732,University of North Carolina - Chapel Hill (UNC),epidemiology,0.03,2011-2012,4th,,4,2011,500,2000,0,0,2000,epidemiology,Other,low,1500,1500,University of North Carolina - Chapel Hill UNC_Other
7736,Tufts University (TU),Engineering ,1.04,2016-2017,1st,,1,2016,29000,0,25000,4000,29000,Engineering ,Other,high,0,0,Tufts University TU_Other
7739,University of North Carolina - Chapel Hill (UNC),Biomedical Engineering ,0.9,2016-2017,2nd,,2,2016,20050,22000,0,0,22000,Engineering,Engineering,low,1950,1950,University of North Carolina - Chapel Hill UNC_Engineering
7744,Columbia University (CU),History,1.03,2016-2017,1st,,1,2016,30760,0,27260,3500,30760,HistPolSoc,HistPolSoc,high,0,0,Columbia University CU_HistPolSoc
7747,Indiana University,Operations Management- Kelley ,1.25,2016-2017,1st,,1,2016,27000,27000,0,0,27000,Operations Management- Kelley ,Other,low,0,0,Indiana University_Other
7748,Vanderbilt University,Hearing and Speech Sciences,0.88,2012-2013,1st,,1,2012,17500,18000,0,0,18000,Hearing and Speech Sciences,Other,low,500,500,Vanderbilt University_Other
7751,Georgetown University,Linguistics/Sociolinguistics,0.84,2016-2017,1st,,1,2016,26000,26000,0,0,26000,Linguistics/Sociolinguistics,Other,low,0,0,Georgetown University_Other
7754,University of California - Irvine (UCI),"Criminology, Law and Society",0.78,2016-2017,1st,,1,2016,22879,0,19279,3600,22879,"Criminology, Law and Society",Other,high,0,0,University of California - Irvine UCI_Other
7755,University of Oklahoma (OU),ECE,0.08,2016-2017,1st,,1,2016,1650,1650,0,0,1650,ECE,Other,low,0,0,University of Oklahoma OU_Other
7756,University of Michigan - Ann Arbor (UM),History,1.17,2016-2017,1st,,1,2016,27000,0,22000,5000,27000,HistPolSoc,HistPolSoc,high,0,0,University of Michigan - Ann Arbor UM_HistPolSoc
7757,University of Chicago (UC),History,1.11,2016-2017,1st,,1,2016,27000,0,24000,3000,27000,HistPolSoc,HistPolSoc,high,0,0,University of Chicago UC_HistPolSoc
7758,University of Florida (UF),Graduate Education/Interdisciplinary Program in Biomedical Sciences,1.15,2016-2017,1st,,1,2016,26027,28227,0,0,28227,Graduate Education/Interdisciplinary Program in Biomedical Sciences,Other,low,2200,2200,University of Florida UF_Other
7759,University of Illinois - Urbana- Champaign (UIUC),Computer Science,1.09,2016-2017,3rd,,3,2016,24000,25000,0,0,25000,MathematicsAndComputer Science,MathematicsAndComputer Science,low,1000,1000,University of Illinois - Urbana- Champaign UIUC_MathematicsAndComputer Science
7760,Brown University,Sociology ,1.19,2016-2017,1st,,1,2016,27111,0,24400,2711,27111,HistPolSoc,HistPolSoc,high,0,0,Brown University_HistPolSoc
7761,Indiana University,Media,0.7,2015-2016,2nd,,2,2015,15000,0,16000,0,16000,Media,Other,high,1000,1000,Indiana University_Other
7762,University of Michigan - Ann Arbor (UM),History,0.95,2016-2017,1st,,1,2016,22000,0,22000,0,22000,HistPolSoc,HistPolSoc,high,0,0,University of Michigan - Ann Arbor UM_HistPolSoc
7764,Vanderbilt University,Environmental Engineering,1.18,2015-2016,6th and up,Required fees comprise of annual (2 semesters + summer) student activity fees. This is covered for TAs as part of the tuition payment but not for RAs paid by grants.,6,2015,27000,27500,0,0,27500,Engineering,Engineering,low,500,500,Vanderbilt University_Engineering
7765,University of Chicago (UC),History,1.03,2016-2017,3rd,You have to pay a student life fee each quarter; but health insurance is completely covered ,3,2016,25000,26000,0,0,26000,HistPolSoc,HistPolSoc,low,1000,1000,University of Chicago UC_HistPolSoc
7767,University of Southern California (USC),Clinical Science,1.16,2016-2017,1st,,1,2016,30000,30000,0,0,30000,Clinical Science,Other,low,0,0,University of Southern California USC_Other
7768,University of Chicago (UC),Cinema and Media Studies,1.11,2016-2017,1st,,1,2016,27000,27000,0,0,27000,Cinema and Media Studies,Other,low,0,0,University of Chicago UC_Other
7769,University of California - Berkeley,History,0.79,2016-2017,1st,,1,2016,22000,0,22000,0,22000,HistPolSoc,HistPolSoc,high,0,0,University of California - Berkeley_HistPolSoc
7770,Carnegie Mellon University (CMU),Carnegie Institute of Technology,1.47,2016-2017,1st,"CIT Deans fellowship amount, does not cover Health + Dental ($1607), student activities fee ($206), or transportation fee( $150). Total listed under Required Fees.",1,2016,30437,32400,0,0,32400,Carnegie Institute of Technology,Other,low,1963,1963,Carnegie Mellon University CMU_Other
7771,Northwestern University (NU),Chemistry,1.48,2015-2016,4th,NSF Fellowship + additional departmental pay,4,2015,36000,36000,0,0,36000,Chemistry,Chemistry,low,0,0,Northwestern University NU_Chemistry
7772,Cornell University (CU),Mechanical Engineering,1.38,2016-2017,1st,Stipend per calendar year. Health insurance already covered by Cornell.,1,2016,33536,33536,0,0,33536,Engineering,Engineering,low,0,0,Cornell University CU_Engineering
7777,Northwestern University (NU),Chemistry,1.34,2016-2017,4th,Base pay was recently raised to $33000 for all chemistry PhD students.,4,2016,32560,33000,0,0,33000,Chemistry,Chemistry,low,440,440,Northwestern University NU_Chemistry
7780,University of Pennsylvania,Criminology,1.29,2016-2017,1st,"10 month stipend of $26,700 and $4,400 of summer support over July and August. Health insurance ($3000~) covered by school.",1,2016,31100,31100,0,0,31100,Criminology,Other,low,0,0,University of Pennsylvania_Other
7787,CUNY Graduate School and University Center,Sociology,0.61,2015-2016,4th,Newer cohorts receive more funding ,4,2015,18000,18000,0,0,18000,HistPolSoc,HistPolSoc,low,0,0,CUNY Graduate School and University Center_HistPolSoc
7789,University of Chicago (UC),Institute for Molecular Engineering,1.35,2016-2017,1st,"Scholarship in first quarter, then RA-ship from second quarter. IME Graduate Fellowship of extra $4000/year for the first three years brings the stipend to 36680.",1,2016,32680,32680,0,0,32680,Institute for Molecular Engineering,Other,low,0,0,University of Chicago UC_Other
7790,University of Miami (UM),phD,1.18,2016-2017,1st,,1,2016,28000,28000,0,0,28000,phD,Other,low,0,0,University of Miami UM_Other
7793,University of California - Santa Barbara (UCSB),Materials,1.15,2016-2017,1st,,1,2016,30300,30300,0,0,30300,Materials,Other,low,0,0,University of California - Santa Barbara UCSB_Other
7794,University of California - Berkeley,Chemistry,1.12,2016-2017,1st,Includes free medical and dental,1,2016,31000,31000,0,0,31000,Chemistry,Chemistry,low,0,0,University of California - Berkeley_Chemistry
7800,Texas Tech University (TTU),Plant and soil science/Master's of science,0.98,2016-2017,2nd,,2,2016,19800,21000,0,0,21000,Plant and soil science/Master's of science,Other,low,1200,1200,Texas Tech University TTU_Other
7807,University of North Carolina - Chapel Hill (UNC),Sociology,0.77,2015-2016,1st,,1,2015,17170,19170,0,0,19170,HistPolSoc,HistPolSoc,low,2000,2000,University of North Carolina - Chapel Hill UNC_HistPolSoc
7808,Clemson University (CU),Mechanical Engineering,0.81,2015-2016,1st,,1,2015,16940,18000,0,0,18000,Engineering,Engineering,low,1060,1060,Clemson University CU_Engineering
7810,University of Cincinnati (UC),electrical engineering,0.4,2015-2016,4th,,4,2015,7800,0,15000,0,15000,electrical engineering,Other,high,7200,7200,University of Cincinnati UC_Other
7814,Cornell University (CU),Biomedical Engineering,1.32,2015-2016,4th,,4,2015,31925,32000,0,0,32000,Engineering,Engineering,low,75,75,Cornell University CU_Engineering
7816,Purdue University - West Lafayette,Mechanical Engineering,0.08,2015-2016,6th and up,,6,2015,1765,2000,0,0,2000,Engineering,Engineering,low,235,235,Purdue University - West Lafayette_Engineering
7819,Arizona State University (ASU),Family & Human Development,1.18,2014-2015,2nd,,2,2014,22500,0,20500,2000,22500,Family & Human Development,Other,high,0,0,Arizona State University ASU_Other
7822,University of Maryland - College Park (UMD),Material science and engineering ,1.03,2015-2016,1st,Don't have to pay tuition ,1,2015,31240,32000,0,0,32000,Material science and engineering ,Other,low,760,760,University of Maryland - College Park UMD_Other
7827,University of Alabama - Birmingham (UAB),GBS-CMDB,1.35,2015-2016,1st,Tuition and health insurance are also covered.,1,2015,29000,29000,0,0,29000,GBS-CMDB,Other,low,0,0,University of Alabama - Birmingham UAB_Other
7828,Tufts University (TU),Human Development,0.72,2014-2015,4th,,4,2014,18475,0,18500,0,18500,Human Development,Other,high,25,25,Tufts University TU_Other
7830,Massachusetts Institute of Technology (MIT),Nuclear Science and Engineering,1.13,2015-2016,1st,,1,2015,31512,31512,0,0,31512,Nuclear Science and Engineering,Other,low,0,0,Massachusetts Institute of Technology MIT_Other
7831,Massachusetts Institute of Technology (MIT),31512,1.13,2015-2016,1st,,1,2015,31512,31512,0,0,31512,31512,Other,low,0,0,Massachusetts Institute of Technology MIT_Other
7832,University of California - Berkeley,Chemical Engineering,1.15,2015-2016,1st,,1,2015,32000,32000,0,0,32000,Engineering,Engineering,low,0,0,University of California - Berkeley_Engineering
7833,University of Illinois - Urbana- Champaign (UIUC),Chemical Engineering,1.59,2015-2016,1st,Stipend is via an awarded fellowship. Also received $1000 moving cost and $3000 educational allowances. Standard stipend is closer to 28k,1,2015,35000,35000,0,0,35000,Engineering,Engineering,low,0,0,University of Illinois - Urbana- Champaign UIUC_Engineering
7834,University of Southern California (USC),Viterbi school of Engineering,1.16,2015-2016,1st,,1,2015,30000,30000,0,0,30000,Viterbi school of Engineering,Other,low,0,0,University of Southern California USC_Other
7837,University of Florida (UF),school of natural resources and the environment ,0.83,2015-2016,1st,,1,2015,18900,21000,0,0,21000,school of natural resources and the environment ,Other,low,2100,2100,University of Florida UF_Other
7838,Massachusetts Institute of Technology (MIT),Electrical engineering and computer science ,1.22,2015-2016,1st,,1,2015,34184,34488,0,0,34488,Electrical engineering and computer science ,Other,low,304,304,Massachusetts Institute of Technology MIT_Other
7839,Stony Brook University - SUNY,Computer Science,0.76,2013-2014,1st,,1,2013,20532,0,17145,4000,21145,MathematicsAndComputer Science,MathematicsAndComputer Science,high,613,613,Stony Brook University - SUNY_MathematicsAndComputer Science
7840,Stony Brook University - SUNY,Computer Science,0.61,2013-2014,1st,,1,2013,16528,0,17145,0,17145,MathematicsAndComputer Science,MathematicsAndComputer Science,high,617,617,Stony Brook University - SUNY_MathematicsAndComputer Science
7843,Cornell University (CU),Information Science,0.02,2014-2015,1st,,1,2014,500,2000,0,0,2000,Information Science,Other,low,1500,1500,Cornell University CU_Other
7845,Rice University,ECE,1.32,2014-2015,4th,,4,2014,25400,26400,0,0,26400,ECE,Other,low,1000,1000,Rice University_Other
7846,Yale University (YU),School of Forestry and Environmental Studies,1.17,2015-2016,4th,,4,2015,29000,29000,0,0,29000,School of Forestry and Environmental Studies,Other,low,0,0,Yale University YU_Other
7849,Case Western Reserve University,"Pathology, PhD",1.38,2015-2016,5th,+Health Benefits,5,2015,27500,27500,0,0,27500,"Pathology, PhD",Other,low,0,0,Case Western Reserve University_Other
7850,Case Western Reserve University,BME,1.45,2014-2015,1st,,1,2014,25000,25000,0,0,25000,BME,Other,low,0,0,Case Western Reserve University_Other
7851,University of Pittsburgh,Hispanic Languages and Literature,0.82,2015-2016,1st,,1,2015,16960,17000,0,0,17000,Hispanic Languages and Literature,Other,low,40,40,University of Pittsburgh_Other
7852,Case Western Reserve University,Physiology & Biophysics,1.6,2014-2015,3rd,,3,2014,27500,27500,0,0,27500,Physiology & Biophysics,Other,low,0,0,Case Western Reserve University_Other
7857,Brown University,comparative literature,1.31,2014-2015,4th,,4,2014,27000,27000,0,0,27000,comparative literature,Other,low,0,0,Brown University_Other
7858,Rutgers the State University of New Jersey - New Brunswick,Policy and Planning,0.97,2015-2016,3rd,,3,2015,25000,0,25000,0,25000,Policy and Planning,Other,high,0,0,Rutgers the State University of New Jersey - New Brunswick_Other
7859,Pennsylvania State University (Penn State),Political Science,1.11,2014-2015,3rd,,3,2014,20500,0,20500,0,20500,HistPolSoc,HistPolSoc,high,0,0,Pennsylvania State University Penn State_HistPolSoc
7869,University of Illinois - Urbana- Champaign (UIUC),English,0.95,2015-2016,3rd,Teaching 4 courses per academic year.,3,2015,20915,20915,0,0,20915,LinguisticsAndCommunication,LinguisticsAndCommunication,low,0,0,University of Illinois - Urbana- Champaign UIUC_LinguisticsAndCommunication
7870,University of Illinois - Urbana- Champaign (UIUC),English,0.71,2015-2016,2nd,Teaching 3 courses per academic year.,2,2015,15608,15608,0,0,15608,LinguisticsAndCommunication,LinguisticsAndCommunication,low,0,0,University of Illinois - Urbana- Champaign UIUC_LinguisticsAndCommunication
7871,University of Illinois - Urbana- Champaign (UIUC),English,0.47,2015-2016,1st,Teaching one class per semester,1,2015,10301,10301,0,0,10301,LinguisticsAndCommunication,LinguisticsAndCommunication,low,0,0,University of Illinois - Urbana- Champaign UIUC_LinguisticsAndCommunication
7885,Rutgers the State University of New Jersey - New Brunswick,English,0.89,2015-2016,1st,,1,2015,23000,23000,0,0,23000,LinguisticsAndCommunication,LinguisticsAndCommunication,low,0,0,Rutgers the State University of New Jersey - New Brunswick_LinguisticsAndCommunication
7886,Emory University,English,0.94,2015-2016,1st,,1,2015,22000,22000,0,0,22000,LinguisticsAndCommunication,LinguisticsAndCommunication,low,0,0,Emory University_LinguisticsAndCommunication
7897,Clemson University (CU),Automotive Engineering,0.96,2015-2016,1st,,1,2015,20000,20000,0,0,20000,Automotive Engineering,Other,low,0,0,Clemson University CU_Other
7901,University of Wisconsin - Madison (UW),math,0.78,2014-2015,1st,,1,2014,15380,0,15380,0,15380,MathematicsAndComputer Science,MathematicsAndComputer Science,high,0,0,University of Wisconsin - Madison UW_MathematicsAndComputer Science
7902,Ohio State University (OSU),Electrical & Computer Engineering,1.42,2014-2015,1st,,1,2014,24000,24000,0,0,24000,Electrical & Computer Engineering,Other,low,0,0,Ohio State University OSU_Other
7906,University of Maryland - College Park (UMD),Neuroscience and Cognitive Science,0.84,2010-2011,1st,,1,2010,23200,24000,0,0,24000,Neuroscience and Cognitive Science,Other,low,800,800,University of Maryland - College Park UMD_Other
7907,University of Miami (UM),Romance Studies,0.89,2014-2015,1st,,1,2014,20000,0,20000,0,20000,Romance Studies,Other,high,0,0,University of Miami UM_Other
7909,University of Pittsburgh,MSTP,1.26,2015-2016,1st,,1,2015,25980,26010,0,0,26010,MSTP,Other,low,30,30,University of Pittsburgh_Other
7911,University of Wisconsin - Madison (UW),Materials Science PhD,0.83,2014-2015,1st,"The stipend here is about $3,000 below the living wage and housing prices have been rapidly increasing over the last 5 years. One of the other graduate student is contemplating going on food stamps and I have trouble purchasing groceries each month. Many other students have gotten second jobs even though it is technically forbidden by the program. I would not recommend going into this program unless you have support from family. I'll be leaving, getting a job to save up money for the next few years and then going to a different University. I have been slowly sliding into debt and I refuse to take out any more loans. ",1,2014,16500,0,18000,0,18000,Materials Science PhD,Other,high,1500,1500,University of Wisconsin - Madison UW_Other
7912,Georgia Institute of Technology (Georgia Tech),Psychology CBS,0.66,2014-2015,4th,"While graduate student salaries are not going up (and haven't for years), the faculty (who has control over how much we make; graduate students have no say in this vote) has repeatedly voted to increase their own salaries which were already considered high for the area . Summer salaries are not guaranteed. There is no extra income for teaching as a graduate student. Students are expected to pay student fees without help from advisers or department. Classes for the first year are full time and with the new deadline system, you will not be able to find a second job that doesn't leave you working for nearly 24 / 7 (also, I'm not sure you want to work nights in Atlanta. It's not a safe city). With my salary and qualifying for FDIC low income housing, walking to school every day and cutting back where I can, I am still not able to afford basic groceries on my salary. Many graduate students in the department are really struggling to get by. If you don't have a parent to help you with this and you can't qualify for food stamps or find a flexible second job, you will have to take out loans. It's really bad. ",4,2014,13840,0,16445,0,16445,Psychology CBS,Other,high,2605,2605,Georgia Institute of Technology Georgia Tech_Other
7913,University of Texas - Austin (UT),Petroleum Engineering,1.02,2015-2016,1st,,1,2015,23175,23175,0,0,23175,Petroleum Engineering,Other,low,0,0,University of Texas - Austin UT_Other
7921,Boston University (BU),religious studies,0.77,2015-2016,3rd,,3,2015,22000,0,22000,0,22000,religious studies,Other,high,0,0,Boston University BU_Other
7922,University of Wisconsin - Madison (UW),Interdisciplinary Theatre Studies,0.56,2015-2016,1st,,1,2015,12850,0,13500,0,13500,Interdisciplinary Theatre Studies,Other,high,650,650,University of Wisconsin - Madison UW_Other
7924,Princeton University,sociology,1.32,2014-2015,5th,,5,2014,28800,28800,0,0,28800,HistPolSoc,HistPolSoc,low,0,0,Princeton University_HistPolSoc
7926,Georgetown University,history,0.91,2014-2015,6th and up,Grad School also pays for health insurance. ,6,2014,26000,0,26000,0,26000,HistPolSoc,HistPolSoc,high,0,0,Georgetown University_HistPolSoc
7928,University of California - Irvine (UCI),East Asian Languages and Literature,0.59,2006-2007,2nd,,2,2006,16000,0,16000,0,16000,East Asian Languages and Literature,Other,high,0,0,University of California - Irvine UCI_Other
7929,University of California - Irvine (UCI),East Asian Languages and Literature,0.59,2005-2006,1st,,1,2005,16000,0,16000,0,16000,East Asian Languages and Literature,Other,high,0,0,University of California - Irvine UCI_Other
7932,University of California - Los Angeles (UCLA),Asian Languages and Cultures,0.88,2014-2015,4th,,4,2014,20700,0,21000,0,21000,Asian Languages and Cultures,Other,high,300,300,University of California - Los Angeles UCLA_Other
7933,University of Colorado - Boulder (UCB),Geology ,1.45,2012-2013,2nd,,2,2012,30000,30000,0,0,30000,Geology ,Other,low,0,0,University of Colorado - Boulder UCB_Other
7934,University of California - San Diego (UCSD),history,0.76,2011-2012,3rd,,3,2011,18000,0,18000,0,18000,HistPolSoc,HistPolSoc,high,0,0,University of California - San Diego UCSD_HistPolSoc
7936,Harvard University (HU),History,0.91,2010-2011,6th and up,,6,2010,24000,24000,0,0,24000,HistPolSoc,HistPolSoc,low,0,0,Harvard University HU_HistPolSoc
7940,University of Colorado - Boulder (UCB),Aerospace Engineering,1.26,2014-2015,3rd,Varies with whether you've passed comps or not. ,3,2014,26000,27000,0,0,27000,Engineering,Engineering,low,1000,1000,University of Colorado - Boulder UCB_Engineering
7942,University of Chicago (UC),Germanic Studies,1.19,2010-2011,1st,,1,2010,26000,27000,0,0,27000,Germanic Studies,Other,low,1000,1000,University of Chicago UC_Other
7944,Harvard University (HU),History,1.08,2011-2012,1st,,1,2011,28428,28428,0,0,28428,HistPolSoc,HistPolSoc,low,0,0,Harvard University HU_HistPolSoc
7945,Boston University (BU),Graduate Division of Religious Studies,0.7,2015-2016,5th,"Current pay (5th year) is not part of the fellowship package awarded upon admission, which provided 4 years of funding. It comes from an RA position (coincidentally from my own department) that was sought out.",5,2015,20000,0,20000,0,20000,Graduate Division of Religious Studies,Other,high,0,0,Boston University BU_Other
7946,Boston University (BU),Graduate Division of Religious Studies,0.76,2011-2012,1st,,1,2011,20000,0,20000,0,20000,Graduate Division of Religious Studies,Other,high,0,0,Boston University BU_Other
7948,Princeton University,French and Italian,1.2,2015-2016,4th,"Total package over 70.000 (Tuition, health insurance, stipend)",4,2015,30500,30500,0,0,30500,French and Italian,Other,low,0,0,Princeton University_Other
7949,University of California - Irvine (UCI),Biological Chemistry,1.09,2014-2015,5th,,5,2014,29750,29750,0,0,29750,Biological Chemistry,Other,low,0,0,University of California - Irvine UCI_Other
7951,University of Rochester (UR),Chemistry,1.56,2014-2015,3rd,Department/PI covers the cost of tuition. ,3,2014,28490,28500,0,0,28500,Chemistry,Chemistry,low,10,10,University of Rochester UR_Chemistry
7958,University of California - Davis (UCD),Pharmacology and Toxicology,1.14,2014-2015,1st,,1,2014,24753,24753,0,0,24753,Pharmacology and Toxicology,Other,low,0,0,University of California - Davis UCD_Other
7959,Stanford University (SU),Biosciences (PhD),1.37,2014-2015,1st,,1,2014,34168,34168,0,0,34168,Biosciences (PhD),Other,low,0,0,Stanford University SU_Other
7960,Massachusetts Institute of Technology (MIT),Media Lav,0.05,2015-2016,1st,,1,2015,1500,1500,0,0,1500,Media Lav,Other,low,0,0,Massachusetts Institute of Technology MIT_Other
7961,Duke University (DU),MGM,1.32,2015-2016,3rd,,3,2015,29400,29400,0,0,29400,MGM,Other,low,0,0,Duke University DU_Other
7963,University of California - Davis (UCD),Cultural Studies,0.97,2014-2015,6th and up,,6,2014,21000,0,18000,3000,21000,Cultural Studies,Other,high,0,0,University of California - Davis UCD_Other
7965,University of California - Davis (UCD),plant science,0.07,2015-2016,1st,,1,2015,1600,1600,0,0,1600,plant science,Other,low,0,0,University of California - Davis UCD_Other
7966,University of California - Davis (UCD),Nutrition,0.74,2014-2015,4th,,4,2014,16000,0,16000,0,16000,Nutrition,Other,high,0,0,University of California - Davis UCD_Other
7973,Vanderbilt University,Environmental Engineering,1.24,2013-2014,5th,$500 parking/year + $250/semester activity and recreational fees,5,2013,24500,25500,0,0,25500,Engineering,Engineering,low,1000,1000,Vanderbilt University_Engineering
7974,Emory University,Math & CS,0.88,2015-2016,1st,,1,2015,20500,0,20500,0,20500,Math & CS,Other,high,0,0,Emory University_Other
7976,Vanderbilt University,Cell and Developmental Biology,1.24,2015-2016,4th,,4,2015,28500,28500,0,0,28500,Cell and Developmental Biology,Other,low,0,0,Vanderbilt University_Other
7977,University of California - Davis (UCD),Graduate Group in Applied Mathematics,1.03,2015-2016,2nd,GAANN fellowship includes payment of in-state tuition and fees,2,2015,24762,0,17262,7500,24762,Graduate Group in Applied Mathematics,Other,high,0,0,University of California - Davis UCD_Other
7978,University of Kentucky (UK),Mathematics,1.01,2014-2015,4th,,4,2014,17250,0,14500,3000,17500,MathematicsAndComputer Science,MathematicsAndComputer Science,high,250,250,University of Kentucky UK_MathematicsAndComputer Science
7982,Emory University,Chemistry,1.16,2014-2015,1st,"Parking is $672/year, Required fees are $317/semester, or roughly $950/year (fall, spring and summer)",1,2014,24360,25000,0,0,25000,Chemistry,Chemistry,low,640,640,Emory University_Chemistry
7984,Emory University,"Women's, Gender, and Sexuality Studies",0.91,2014-2015,5th,,5,2014,19100,0,20000,0,20000,"Women's, Gender, and Sexuality Studies",Other,high,900,900,Emory University_Other
7986,Emory University,Political Science,1.05,2014-2015,1st,Emory is on an 11 month pay cycle for stipends currently. ,1,2014,22000,22000,0,0,22000,HistPolSoc,HistPolSoc,low,0,0,Emory University_HistPolSoc
7989,Emory University,Comparative Literature,0.9,2015-2016,4th,,4,2015,20988,22000,0,0,22000,LinguisticsAndCommunication,LinguisticsAndCommunication,low,1012,1012,Emory University_LinguisticsAndCommunication
7991,Emory University,Biostatistics ,1.07,2014-2015,5th,,5,2014,22500,22500,0,0,22500,Biostatistics ,Other,low,0,0,Emory University_Other
7994,Emory University,Political Science,1.16,2015-2016,1st,,1,2015,27000,27000,0,0,27000,HistPolSoc,HistPolSoc,low,0,0,Emory University_HistPolSoc
7996,Emory University,English,0.89,2015-2016,1st,,1,2015,20700,22000,0,0,22000,LinguisticsAndCommunication,LinguisticsAndCommunication,low,1300,1300,Emory University_LinguisticsAndCommunication
