,University,Department,LW_Ratio,Academic_Year,Program_Year,Comments,PY_DR,Acad_Y,Overall_Pay_num,GrossPay_12M,GrossPay_9M,GrossPay_3M,GrossPay_sumOf3,Dep_DR,Dep_DR_top14,GP9_binary,MissingFees_DR,Fees_correct,uni_and_dept
7971,University of California - Davis (UCD),Mechanical Engineering,1.2,2014-2015,4th,Same 'pay rate' but 49% appointment during the school year and 100% appointment during the summer.,4,2014,25897,0,15412,10485,25897,Engineering,Engineering,high,0,0,University of California - Davis UCD_Engineering
7972,University of California - Davis (UCD),Mechanical Engineering,0.96,2014-2015,4th,Same 'pay rate' but 49% appointment during the school year and 100% appointment during the summer.,4,2014,20735,0,17240,3495,20735,Engineering,Engineering,high,0,0,University of California - Davis UCD_Engineering
7973,Vanderbilt University,Environmental Engineering,1.24,2013-2014,5th,$500 parking/year + $250/semester activity and recreational fees,5,2013,24500,25500,0,0,25500,Engineering,Engineering,low,1000,1000,Vanderbilt University_Engineering
7975,University of Washington (UW),Epidemiology,1.22,2015-2016,1st,,1,2015,28500,28500,0,0,28500,Medical,Medical,low,0,0,University of Washington UW_Medical
7978,University of Kentucky (UK),Mathematics,1.01,2014-2015,4th,,4,2014,17250,0,14500,3000,17500,MathematicsAndComputer Science,MathematicsAndComputer Science,high,250,250,University of Kentucky UK_MathematicsAndComputer Science
7980,Georgia State University (GSU),Computer Science,0.73,2015-2016,1st,,1,2015,16936,18000,0,0,18000,MathematicsAndComputer Science,MathematicsAndComputer Science,low,1064,1064,Georgia State University GSU_MathematicsAndComputer Science
7981,Georgia State University (GSU),Computer Science,0.6,2015-2016,1st,,1,2015,13936,15000,0,0,15000,MathematicsAndComputer Science,MathematicsAndComputer Science,low,1064,1064,Georgia State University GSU_MathematicsAndComputer Science
7982,Emory University,Chemistry,1.16,2014-2015,1st,"Parking is $672/year, Required fees are $317/semester, or roughly $950/year (fall, spring and summer)",1,2014,24360,25000,0,0,25000,Chemistry,Chemistry,low,640,640,Emory University_Chemistry
7983,Georgia Institute of Technology (Georgia Tech),Chemistry,1.79,2014-2015,3rd,,3,2014,37643,39000,0,0,39000,Chemistry,Chemistry,low,1357,1357,Georgia Institute of Technology Georgia Tech_Chemistry
7985,Tufts University (TU),Biomedical Engineering,1.15,2015-2016,1st,,1,2015,32000,32000,0,0,32000,Engineering,Engineering,low,0,0,Tufts University TU_Engineering
7986,Emory University,Political Science,1.05,2014-2015,1st,Emory is on an 11 month pay cycle for stipends currently. ,1,2014,22000,22000,0,0,22000,HistPolSoc,HistPolSoc,low,0,0,Emory University_HistPolSoc
7987,Emory University,Anthropology,0.93,2015-2016,3rd,,3,2015,21650,22000,0,0,22000,Biology,Biology,low,350,350,Emory University_Biology
7988,Emory University,microbiology,1.44,2014-2015,2nd,,2,2014,30300,31000,0,0,31000,Biology,Biology,low,700,700,Emory University_Biology
7989,Emory University,Comparative Literature,0.9,2015-2016,4th,,4,2015,20988,22000,0,0,22000,LinguisticsAndCommunication,LinguisticsAndCommunication,low,1012,1012,Emory University_LinguisticsAndCommunication
7992,Emory University,physics,1.06,2015-2016,1st,,1,2015,24605,25000,0,0,25000,PhysicsAndAstronomy,PhysicsAndAstronomy,low,395,395,Emory University_PhysicsAndAstronomy
7994,Emory University,Political Science,1.16,2015-2016,1st,,1,2015,27000,27000,0,0,27000,HistPolSoc,HistPolSoc,low,0,0,Emory University_HistPolSoc
7996,Emory University,English,0.89,2015-2016,1st,,1,2015,20700,22000,0,0,22000,LinguisticsAndCommunication,LinguisticsAndCommunication,low,1300,1300,Emory University_LinguisticsAndCommunication
7998,Emory University,Neuroscience,1.36,2014-2015,1st,,1,2014,28500,29000,0,0,29000,Medical,Medical,low,500,500,Emory University_Medical
7999,Emory University,History,0.78,2010-2011,1st,,1,2010,16400,0,17000,0,17000,HistPolSoc,HistPolSoc,high,600,600,Emory University_HistPolSoc
8000,North Carolina State University (NCSU),Sociology,0.76,2014-2015,1st,"Summer funding is not guaranteed, I was very lucky to receive it as a first year.",1,2014,16100,0,16400,2000,18400,HistPolSoc,HistPolSoc,high,2300,2300,North Carolina State University NCSU_HistPolSoc
8002,Columbia University (CU),Chemical Engineering,1.38,2014-2015,6th and up,,6,2014,36596,36596,0,0,36596,Engineering,Engineering,low,0,0,Columbia University CU_Engineering
8007,Emory University,Religion,0.91,2015-2016,4th,"This is actually an 11 month stipend, at $2000/month. Since I can't support my family on $22k annually, I work several additional jobs on campus (digital scholarship and some research assistance) and do adjunct teaching, which supply, altogether, about an extra $7-8k. ",4,2015,21200,22000,0,0,22000,ArtsAndTheology,ArtsAndTheology,low,800,800,Emory University_ArtsAndTheology
8008,Emory University,English,1.07,2015-2016,5th,George W. Woodruff Fellowship (higher than standard fellowship and covers all fees). ,5,2015,25000,25000,0,0,25000,LinguisticsAndCommunication,LinguisticsAndCommunication,low,0,0,Emory University_LinguisticsAndCommunication
8011,Emory University,chemistry,1.03,2015-2016,4th,Parking permit: $672/yr,4,2015,24000,25000,0,0,25000,Chemistry,Chemistry,low,1000,1000,Emory University_Chemistry
8013,Emory University,Chemistry,1.16,2014-2015,2nd,,2,2014,24340,25000,0,0,25000,Chemistry,Chemistry,low,660,660,Emory University_Chemistry
8015,Emory University,Art History,0.56,2014-2015,5th,,5,2014,11700,0,9900,2200,12100,ArtsAndTheology,ArtsAndTheology,high,400,400,Emory University_ArtsAndTheology
8017,Emory University,Chemistry,1.12,2014-2015,2nd,,2,2014,23500,25000,0,0,25000,Chemistry,Chemistry,low,1500,1500,Emory University_Chemistry
8019,Emory University,Art History,1.06,2014-2015,3rd,,3,2014,22177,22500,0,0,22500,ArtsAndTheology,ArtsAndTheology,low,323,323,Emory University_ArtsAndTheology
8022,Johns Hopkins University (JHU),Chemical and Biomolecular Engineering,1.13,2015-2016,1st,Required Fees ($1800) is for health insurance and matriculation fees.,1,2015,29000,30800,0,0,30800,Engineering,Engineering,low,1800,1800,Johns Hopkins University JHU_Engineering
8023,Stanford University (SU),Electrical Engineering,1.28,2014-2015,2nd,,2,2014,32000,32000,0,0,32000,Engineering,Engineering,low,0,0,Stanford University SU_Engineering
8036,University of Virginia (UVA),Education,1.45,2014-2015,2nd,,2,2014,28400,28400,0,0,28400,Education,Education,low,0,0,University of Virginia UVA_Education
8040,Clemson University (CU),Civil Engineering,0.85,2014-2015,4th,,4,2014,15300,16500,0,0,16500,Engineering,Engineering,low,1200,1200,Clemson University CU_Engineering
8043,University of Houston (UH),chemical engineering,1.35,2014-2015,2nd,PhD program.,2,2014,26000,26000,0,0,26000,Engineering,Engineering,low,0,0,University of Houston UH_Engineering
8048,University of California - Irvine (UCI),Education,0.66,2015-2016,1st,,1,2015,19400,0,15000,5000,20000,Education,Education,high,600,600,University of California - Irvine UCI_Education
8049,Michigan State University (MSU),physics,1.63,2014-2015,3rd,,3,2014,29980,30000,0,0,30000,PhysicsAndAstronomy,PhysicsAndAstronomy,low,20,20,Michigan State University MSU_PhysicsAndAstronomy
8050,Stanford University (SU),Biosciences,1.56,2014-2015,3rd,,3,2014,39000,39000,0,0,39000,Biology,Biology,low,0,0,Stanford University SU_Biology
8053,Indiana University,English,0.74,2015-2016,1st,,1,2015,16000,18000,0,0,18000,LinguisticsAndCommunication,LinguisticsAndCommunication,low,2000,2000,Indiana University_LinguisticsAndCommunication
8054,University of Missouri (MU),Chemistry,1.38,2014-2015,5th,,5,2014,22000,22000,0,0,22000,Chemistry,Chemistry,low,0,0,University of Missouri MU_Chemistry
8055,Colorado State University (CSU),Mechanical Engineering ,1.14,2014-2015,5th,,5,2014,20825,21000,0,0,21000,Engineering,Engineering,low,175,175,Colorado State University CSU_Engineering
8059,Northwestern University (NU),Mechanical Engineering,1.24,2013-2014,2nd,,2,2013,27000,27000,0,0,27000,Engineering,Engineering,low,0,0,Northwestern University NU_Engineering
8061,University of North Carolina - Chapel Hill (UNC),Epidemiology,1.81,2014-2015,3rd,Fellowship,3,2014,34000,34000,0,0,34000,Medical,Medical,low,0,0,University of North Carolina - Chapel Hill UNC_Medical
8064,Stanford University (SU),Computer Science,1.55,2015-2016,1st,,1,2015,44528,0,27324,17204,44528,MathematicsAndComputer Science,MathematicsAndComputer Science,high,0,0,Stanford University SU_MathematicsAndComputer Science
8065,University of Virginia (UVA),Materials Science and Engineering,1.07,2014-2015,1st,"Goes to $22,000 after first year and $24,000 after passing qualifying exam.",1,2014,21000,21000,0,0,21000,Engineering,Engineering,low,0,0,University of Virginia UVA_Engineering
8069,University of Notre Dame (ND),Electrical Engineering,1.08,2015-2016,1st,,1,2015,22140,22200,0,0,22200,Engineering,Engineering,low,60,60,University of Notre Dame ND_Engineering
8071,University of Washington (UW),Chemistry,1.41,2014-2015,1st,,1,2014,28260,28260,0,0,28260,Chemistry,Chemistry,low,0,0,University of Washington UW_Chemistry
8072,University of Southern California (USC),Comparative Literature,1.15,2015-2016,3rd,,3,2015,29700,30000,0,0,30000,LinguisticsAndCommunication,LinguisticsAndCommunication,low,300,300,University of Southern California USC_LinguisticsAndCommunication
8078,Boston University (BU),Chemistry,1.03,2014-2015,4th,,4,2014,27000,27000,0,0,27000,Chemistry,Chemistry,low,0,0,Boston University BU_Chemistry
8080,Oklahoma State University (OSU),microbiology,1.05,2011-2012,5th,,5,2011,17800,18600,0,0,18600,Biology,Biology,low,800,800,Oklahoma State University OSU_Biology
8081,Oklahoma State University (OSU),microbiology,0.05,2011-2012,5th,,5,2011,900,1700,0,0,1700,Biology,Biology,low,800,800,Oklahoma State University OSU_Biology
8084,University of Connecticut (UConn),Economics,0.72,2015-2016,1st,,1,2015,17571,0,15756,3000,18756,BusinessAndManagement,BusinessAndManagement,high,1185,1185,University of Connecticut UConn_BusinessAndManagement
8087,University of North Carolina - Chapel Hill (UNC),Physics and Astronomy,0.94,2015-2016,1st,So sorry- I accidentally added summer pay twice implicitly- this is my redo!,1,2015,21000,0,18000,5000,23000,PhysicsAndAstronomy,PhysicsAndAstronomy,high,2000,2000,University of North Carolina - Chapel Hill UNC_PhysicsAndAstronomy
8088,University of North Carolina - Chapel Hill (UNC),Physics and Astronomy,1.17,2015-2016,1st,I rounded these values heavily.,1,2015,26000,0,23000,5000,28000,PhysicsAndAstronomy,PhysicsAndAstronomy,high,2000,2000,University of North Carolina - Chapel Hill UNC_PhysicsAndAstronomy
8090,University of Michigan - Ann Arbor (UM),History,1.35,2014-2015,1st,,1,2014,26600,0,21600,5000,26600,HistPolSoc,HistPolSoc,high,0,0,University of Michigan - Ann Arbor UM_HistPolSoc
8092,Indiana University,Religious Studies,0.87,2014-2015,5th,,5,2014,15000,0,15000,0,15000,ArtsAndTheology,ArtsAndTheology,high,0,0,Indiana University_ArtsAndTheology
8100,Boston University (BU),Physics,1.16,2014-2015,2nd,Health Insurance Covered,2,2014,30550,30750,0,0,30750,PhysicsAndAstronomy,PhysicsAndAstronomy,low,200,200,Boston University BU_PhysicsAndAstronomy
8102,University of South Carolina (USC),Biomedical Engineering,1.24,2014-2015,2nd,"My pay is entirely composed of a ""Graduate Assistant"" stipend from the University. It is paid in part by the Biomedical Engineering Program and in part by my advisor.

My fiance and I live together in a house that my parent helped me purchase (they paid the down payment, closing costs, etc.; I pay the ongoing mortgage payments, utilities, etc.). Our mortgage payment is $900/month, and our utilities vary from ~$120-$350 depending on seasons. My fiance is a law student, so she lives off of student loans, giving me a set amount to help with bills when she receives her loans each semester.

Luckily, my parents also continue to support me by giving me some money each month as well as continuing to pay for my gas and car insurance.",2,2014,24000,24000,0,0,24000,Engineering,Engineering,low,0,0,University of South Carolina USC_Engineering
8104,Rice University,Business,1.82,2014-2015,1st,,1,2014,35000,35000,0,0,35000,BusinessAndManagement,BusinessAndManagement,low,0,0,Rice University_BusinessAndManagement
8106,Carnegie Mellon University (CMU),English,0.84,2015-2016,6th and up,"$1,934/month",6,2015,17410,0,17410,0,17410,LinguisticsAndCommunication,LinguisticsAndCommunication,high,0,0,Carnegie Mellon University CMU_LinguisticsAndCommunication
8108,Princeton University,Sociology,1.35,2014-2015,1st,,1,2014,29600,29600,0,0,29600,HistPolSoc,HistPolSoc,low,0,0,Princeton University_HistPolSoc
8109,University of Washington (UW),Epidemiology,1.13,2015-2016,1st,,1,2015,26356,26556,0,0,26556,Medical,Medical,low,200,200,University of Washington UW_Medical
8110,Stanford University (SU),Sociology ,1.36,2014-2015,5th,"About $8500 per quarter while on fellowship, with possibility of making more doing hourly RA work.",5,2014,34000,34000,0,0,34000,HistPolSoc,HistPolSoc,low,0,0,Stanford University SU_HistPolSoc
8111,University of Maryland - College Park (UMD),Sociology,0.63,2012-2013,5th,,5,2012,17415,0,15765,3000,18765,HistPolSoc,HistPolSoc,high,1350,1350,University of Maryland - College Park UMD_HistPolSoc
8114,University of North Carolina - Chapel Hill (UNC),Business,1.44,2014-2015,3rd,,3,2014,27000,27000,0,0,27000,BusinessAndManagement,BusinessAndManagement,low,0,0,University of North Carolina - Chapel Hill UNC_BusinessAndManagement
8115,Johns Hopkins University (JHU),Neuroscience,1.24,2013-2014,1st,,1,2013,29000,29000,0,0,29000,Medical,Medical,low,0,0,Johns Hopkins University JHU_Medical
8117,University of Southern California (USC),Computer Science,0.72,2014-2015,4th,,4,2014,16917,0,18479,0,18479,MathematicsAndComputer Science,MathematicsAndComputer Science,high,1562,1562,University of Southern California USC_MathematicsAndComputer Science
8119,Indiana University,Business,0.88,2015-2016,1st,,1,2015,19024,0,20000,4,20004,BusinessAndManagement,BusinessAndManagement,high,980,980,Indiana University_BusinessAndManagement
8120,University of California - Los Angeles (UCLA),Chemical Engineering,1.27,2014-2015,3rd,,3,2014,30000,30000,0,0,30000,Engineering,Engineering,low,0,0,University of California - Los Angeles UCLA_Engineering
8124,Rice University,Chemical and Biomolecular Engineering,1.35,2014-2015,2nd,,2,2014,26000,26500,0,0,26500,Engineering,Engineering,low,500,500,Rice University_Engineering
8127,Purdue University - West Lafayette,Chemistry,1.12,2015-2016,1st,,1,2015,23710,23710,0,0,23710,Chemistry,Chemistry,low,0,0,Purdue University - West Lafayette_Chemistry
8134,California Institute of Technology (Caltech),Chemistry,1.44,2014-2015,3rd,"NSF GRFP the normal stipend is around 30K, health insurance runs ~$550 a year with dental an extra 100. ",3,2014,34000,34000,0,0,34000,Chemistry,Chemistry,low,0,0,California Institute of Technology Caltech_Chemistry
8138,Massachusetts Institute of Technology (MIT),Chemistry,0.11,2014-2015,1st,,1,2014,2691,2691,0,0,2691,Chemistry,Chemistry,low,0,0,Massachusetts Institute of Technology MIT_Chemistry
8139,University of Texas - Austin (UT),English,0.48,2014-2015,1st,,1,2014,9410,0,13410,0,13410,LinguisticsAndCommunication,LinguisticsAndCommunication,high,4000,4000,University of Texas - Austin UT_LinguisticsAndCommunication
8140,University of Pennsylvania,Neuroscience,1.29,2015-2016,6th and up,"health insurance (~$3000) is paid by the school on top of the stipend, and must be included in income for IRS purposes.",6,2015,31000,31000,0,0,31000,Medical,Medical,low,0,0,University of Pennsylvania_Medical
8142,Rice University,Applied Physics,1.38,2014-2015,1st,,1,2014,26500,27000,0,0,27000,PhysicsAndAstronomy,PhysicsAndAstronomy,low,500,500,Rice University_PhysicsAndAstronomy
8144,University of Pennsylvania,Chemistry,1.2,2015-2016,1st,,1,2015,29000,29000,0,0,29000,Chemistry,Chemistry,low,0,0,University of Pennsylvania_Chemistry
8145,Pennsylvania State University (Penn State),Chemistry,1.12,2015-2016,1st,,1,2015,25044,25044,0,0,25044,Chemistry,Chemistry,low,0,0,Pennsylvania State University Penn State_Chemistry
8150,Rice University,Electrical and Computer Engineering,1.14,2015-2016,4th,,4,2015,24900,26400,0,0,26400,Engineering,Engineering,low,1500,1500,Rice University_Engineering
8151,Clemson University (CU),Civil Engineering,1.32,2014-2015,2nd,,2,2014,23916,23916,0,0,23916,Engineering,Engineering,low,0,0,Clemson University CU_Engineering
8152,Clemson University (CU),Civil Engineering,1.04,2013-2014,1st,,1,2013,18777,0,18777,0,18777,Engineering,Engineering,high,0,0,Clemson University CU_Engineering
8153,University of California - Berkeley,Political Science,1.04,2015-2016,1st,,1,2015,29000,29000,0,0,29000,HistPolSoc,HistPolSoc,low,0,0,University of California - Berkeley_HistPolSoc
8154,North Carolina State University (NCSU),Chemistry,0.99,2014-2015,5th,,5,2014,21000,22000,0,0,22000,Chemistry,Chemistry,low,1000,1000,North Carolina State University NCSU_Chemistry
8155,Duke University (DU),Economics,1.12,2014-2015,3rd,,3,2014,21000,0,15500,5500,21000,BusinessAndManagement,BusinessAndManagement,high,0,0,Duke University DU_BusinessAndManagement
8156,Emory University,Chemistry,1.14,2014-2015,1st,,1,2014,24000,25000,0,0,25000,Chemistry,Chemistry,low,1000,1000,Emory University_Chemistry
8160,University of Notre Dame (ND),History,0.93,2015-2016,1st,,1,2015,19000,0,19000,0,19000,HistPolSoc,HistPolSoc,high,0,0,University of Notre Dame ND_HistPolSoc
8161,Washington University in St. Louis (Wash U),History,1.13,2014-2015,2nd,,2,2014,20500,0,20500,0,20500,HistPolSoc,HistPolSoc,high,0,0,Washington University in St. Louis Wash U_HistPolSoc
8162,University of Virginia (UVA),History,1.02,2014-2015,2nd,"Includes insurance, all tuition and fees, and gym membership. Received an additional $5,500 in summer funding, applied for separately. ",2,2014,20000,0,20000,0,20000,HistPolSoc,HistPolSoc,high,0,0,University of Virginia UVA_HistPolSoc
8163,University of Virginia (UVA),History,1.02,2013-2014,1st,,1,2013,20000,0,20000,0,20000,HistPolSoc,HistPolSoc,high,0,0,University of Virginia UVA_HistPolSoc
8164,University of Virginia (UVA),History,1.02,2014-2015,2nd,,2,2014,20000,0,20000,0,20000,HistPolSoc,HistPolSoc,high,0,0,University of Virginia UVA_HistPolSoc
8172,University of Illinois - Urbana- Champaign (UIUC),Accounting,1.67,2014-2015,5th,,5,2014,28800,30000,0,0,30000,MathematicsAndComputer Science,MathematicsAndComputer Science,low,1200,1200,University of Illinois - Urbana- Champaign UIUC_MathematicsAndComputer Science
8173,University of California - Berkeley,Physics,1.21,2014-2015,2nd,,2,2014,29000,29000,0,0,29000,PhysicsAndAstronomy,PhysicsAndAstronomy,low,0,0,University of California - Berkeley_PhysicsAndAstronomy
8176,Rice University,Religion,1.05,2014-2015,1st,,1,2014,20200,21000,0,0,21000,ArtsAndTheology,ArtsAndTheology,low,800,800,Rice University_ArtsAndTheology
8179,Indiana University,English,1.06,2014-2015,6th and up,"Summer pay comes from summer teaching, not available to all. Fees vary by how many classes you take and what year you are. For full time students, it is about $700 a semester until after 90 hours of coursework, when students can opt to not pay all fees for a limited period. 
",6,2014,18250,0,15750,3900,19650,LinguisticsAndCommunication,LinguisticsAndCommunication,high,1400,1400,Indiana University_LinguisticsAndCommunication
8180,Carnegie Mellon University (CMU),Chemistry,1.54,2014-2015,3rd,Pay does not change when going between research and teaching assistantships.,3,2014,26524,26524,0,0,26524,Chemistry,Chemistry,low,0,0,Carnegie Mellon University CMU_Chemistry
8184,University of Chicago (UC),microbiology,0.09,2014-2015,1st,,1,2014,2000,2400,0,0,2400,Biology,Biology,low,400,400,University of Chicago UC_Biology
8185,University of North Carolina - Chapel Hill (UNC),Comparative Literature,0.83,2015-2016,1st,,1,2015,18500,0,18500,0,18500,LinguisticsAndCommunication,LinguisticsAndCommunication,high,0,0,University of North Carolina - Chapel Hill UNC_LinguisticsAndCommunication
8186,University of Colorado - Boulder (UCB),Political Science,0.72,2014-2015,1st,,1,2014,14900,17200,0,0,17200,HistPolSoc,HistPolSoc,low,2300,2300,University of Colorado - Boulder UCB_HistPolSoc
8188,University of Central Florida (UCF),Psychology,0.6,2015-2016,1st,,1,2015,14000,0,10000,4000,14000,HistPolSoc,HistPolSoc,high,0,0,University of Central Florida UCF_HistPolSoc
8199,University of Iowa (UI),Music,0.42,2014-2015,3rd,Includes health insurance.,3,2014,7500,0,8700,0,8700,ArtsAndTheology,ArtsAndTheology,high,1200,1200,University of Iowa UI_ArtsAndTheology
8206,University of Massachusetts - Amherst (UMass),sociology,0.78,2015-2016,1st,,1,2015,17800,0,17200,2000,19200,HistPolSoc,HistPolSoc,high,1400,1400,University of Massachusetts - Amherst UMass_HistPolSoc
8210,Stanford University (SU),Biosciences,1.32,2014-2015,2nd,,2,2014,33000,33000,0,0,33000,Biology,Biology,low,0,0,Stanford University SU_Biology
8211,University of Michigan - Ann Arbor (UM),Aerospace Engineering,1.39,2013-2014,3rd,,3,2013,27534,27534,0,0,27534,Engineering,Engineering,low,0,0,University of Michigan - Ann Arbor UM_Engineering
8214,Iowa State University (ISU),Statistics,0.95,2014-2015,5th,Easy to afford living in Ames on this if you're willing to have a roommate (and fairly easy to do it alone). ,5,2014,18000,0,18000,0,18000,MathematicsAndComputer Science,MathematicsAndComputer Science,high,0,0,Iowa State University ISU_MathematicsAndComputer Science
8219,Duke University (DU),Chemistry,1.46,2014-2015,1st,,1,2014,27500,27500,0,0,27500,Chemistry,Chemistry,low,0,0,Duke University DU_Chemistry
8221,University of Colorado - Boulder (UCB),Business,1.06,2014-2015,1st,,1,2014,22000,0,22000,3000,25000,BusinessAndManagement,BusinessAndManagement,high,3000,3000,University of Colorado - Boulder UCB_BusinessAndManagement
8222,University of Delaware (UD),Chemical Engineering,1.34,2014-2015,1st,The fees includes full medical insurance ,1,2014,30000,30000,0,0,30000,Engineering,Engineering,low,0,0,University of Delaware UD_Engineering
8223,University of Rochester (UR),Mechanical Engineering,1.38,2015-2016,5th,,5,2015,29500,30000,0,0,30000,Engineering,Engineering,low,500,500,University of Rochester UR_Engineering
8224,Stanford University (SU),Classics,1.32,2014-2015,1st,,1,2014,33000,0,28000,5000,33000,ArtsAndTheology,ArtsAndTheology,high,0,0,Stanford University SU_ArtsAndTheology
8225,University of Rochester (UR),Chemistry,1.64,2014-2015,3rd,IGERT Traineeship covered entire stipend,3,2014,29980,30000,0,0,30000,Chemistry,Chemistry,low,20,20,University of Rochester UR_Chemistry
8226,University of Rochester (UR),Chemistry,1.64,2013-2014,2nd,IGERT Traineeship covered entire stipend,2,2013,29980,30000,0,0,30000,Chemistry,Chemistry,low,20,20,University of Rochester UR_Chemistry
8227,University of Rochester (UR),Chemistry,1.37,2012-2013,1st,"TA pay, no scholarship",1,2012,24980,25000,0,0,25000,Chemistry,Chemistry,low,20,20,University of Rochester UR_Chemistry
8229,University of California - Berkeley,Political Science,1.09,2014-2015,1st,,1,2014,26000,0,23000,3000,26000,HistPolSoc,HistPolSoc,high,0,0,University of California - Berkeley_HistPolSoc
8230,Vanderbilt University,History,1.2,2014-2015,4th,Required fees is $200 a semester in activity fees,4,2014,23800,24000,0,0,24000,HistPolSoc,HistPolSoc,low,200,200,Vanderbilt University_HistPolSoc
8233,Northwestern University (NU),English,1.26,2014-2015,1st,,1,2014,27560,28000,0,0,28000,LinguisticsAndCommunication,LinguisticsAndCommunication,low,440,440,Northwestern University NU_LinguisticsAndCommunication
8237,Syracuse University,Political Science,0.81,2015-2016,1st,,1,2015,17312,0,18100,0,18100,HistPolSoc,HistPolSoc,high,788,788,Syracuse University_HistPolSoc
8238,University of Illinois - Urbana- Champaign (UIUC),Business,1.88,2014-2015,1st,,1,2014,32500,0,32500,0,32500,BusinessAndManagement,BusinessAndManagement,high,0,0,University of Illinois - Urbana- Champaign UIUC_BusinessAndManagement
8239,University of Texas - Austin (UT),Biomedical Engineering ,1.68,2014-2015,1st,,1,2014,33000,33000,0,0,33000,Engineering,Engineering,low,0,0,University of Texas - Austin UT_Engineering
8240,University of California - Santa Barbara (UCSB),Physics,1.02,2015-2016,1st,"$18k base as a 50% TA, $5k fellowship, RA would earn an additional $4k",1,2015,26748,0,23538,3210,26748,PhysicsAndAstronomy,PhysicsAndAstronomy,high,0,0,University of California - Santa Barbara UCSB_PhysicsAndAstronomy
8243,Columbia University (CU),Biomedical Engineering ,1.27,2014-2015,4th,after tax ~$2100/month,4,2014,33600,33600,0,0,33600,Engineering,Engineering,low,0,0,Columbia University CU_Engineering
8244,University of Washington (UW),Mechanical Engineering,1.04,2014-2015,1st,,1,2014,20800,22000,0,0,22000,Engineering,Engineering,low,1200,1200,University of Washington UW_Engineering
8245,University of California - Los Angeles (UCLA),Chemistry,1.18,2014-2015,4th,GSR includes health insurance,4,2014,28000,28000,0,0,28000,Chemistry,Chemistry,low,0,0,University of California - Los Angeles UCLA_Chemistry
8250,Georgia Institute of Technology (Georgia Tech),Biomedical Engineering,1.06,2015-2016,1st,Department is joint between GT & Emory.  Students are paid via the institution where the advisor/lab resides.  Fees are slightly different at each but very close in the total amount.,1,2015,24600,28000,0,0,28000,Engineering,Engineering,low,3400,3400,Georgia Institute of Technology Georgia Tech_Engineering
8251,University of Illinois - Urbana- Champaign (UIUC),Sociology,0.73,2015-2016,1st,,1,2015,16000,0,16000,0,16000,HistPolSoc,HistPolSoc,high,0,0,University of Illinois - Urbana- Champaign UIUC_HistPolSoc
8254,Rice University,Chemistry,1.38,2014-2015,1st,,1,2014,26500,27000,0,0,27000,Chemistry,Chemistry,low,500,500,Rice University_Chemistry
8257,University of Alabama (UA),Political Science,0.71,2014-2015,1st,Health Insurance also paid by the school,1,2014,12304,0,13104,0,13104,HistPolSoc,HistPolSoc,high,800,800,University of Alabama UA_HistPolSoc
8259,University of Southern California (USC),Linguistics,1.22,2015-2016,1st,,1,2015,31500,32000,0,0,32000,LinguisticsAndCommunication,LinguisticsAndCommunication,low,500,500,University of Southern California USC_LinguisticsAndCommunication
8260,Cornell University (CU),English,1.23,2015-2016,1st,,1,2015,29858,0,24658,5200,29858,LinguisticsAndCommunication,LinguisticsAndCommunication,high,0,0,Cornell University CU_LinguisticsAndCommunication
8261,Yale University (YU),Sociology,1.17,2015-2016,1st,,1,2015,29000,29000,0,0,29000,HistPolSoc,HistPolSoc,low,0,0,Yale University YU_HistPolSoc
8262,University of Maryland - College Park (UMD),Linguistics,1.1,2014-2015,1st,,1,2014,30250,31000,0,0,31000,LinguisticsAndCommunication,LinguisticsAndCommunication,low,750,750,University of Maryland - College Park UMD_LinguisticsAndCommunication
8263,University of Utah,Biochemistry,1.32,2014-2015,4th,,4,2014,26000,26000,0,0,26000,Chemistry,Chemistry,low,0,0,University of Utah_Chemistry
8265,Boston University (BU),Biology,1.17,2014-2015,1st,,1,2014,30795,30795,0,0,30795,Biology,Biology,low,0,0,Boston University BU_Biology
8275,University of California - San Diego (UCSD),Sociology,0.8,2014-2015,1st,,1,2014,19000,0,19000,0,19000,HistPolSoc,HistPolSoc,high,0,0,University of California - San Diego UCSD_HistPolSoc
8276,Rice University,Anthropology,1.01,2015-2016,4th,Partial health insurance,4,2015,22034,0,21500,534,22034,Biology,Biology,high,0,0,Rice University_Biology
8277,Rice University,Anthropology,1.01,2015-2016,1st,Partial health insurance,1,2015,22034,0,21500,534,22034,Biology,Biology,high,0,0,Rice University_Biology
8278,University of California - Los Angeles (UCLA),physics,1.27,2014-2015,2nd,,2,2014,30000,30000,0,0,30000,PhysicsAndAstronomy,PhysicsAndAstronomy,low,0,0,University of California - Los Angeles UCLA_PhysicsAndAstronomy
8282,University of Notre Dame (ND),Physics,1.26,2015-2016,1st,2 months of summer funding at the same rate,1,2015,25700,0,21000,4700,25700,PhysicsAndAstronomy,PhysicsAndAstronomy,high,0,0,University of Notre Dame ND_PhysicsAndAstronomy
8285,University of Wisconsin - Madison (UW),Computer Science,1.01,2015-2016,1st,,1,2015,23000,23000,0,0,23000,MathematicsAndComputer Science,MathematicsAndComputer Science,low,0,0,University of Wisconsin - Madison UW_MathematicsAndComputer Science
8286,Vanderbilt University,Computer Science,1.18,2015-2016,1st,,1,2015,27000,27000,0,0,27000,MathematicsAndComputer Science,MathematicsAndComputer Science,low,0,0,Vanderbilt University_MathematicsAndComputer Science
